FIPSTEXT,y17_M059
12101,40.00
12103,1.40
12105,42.40
12107,18.20
12109,8.90
12111,61.80
12113,13.10
12115,20.00
12117,17.60
12119,50.50
12121,38.50
12123,8.80
12125,34.50
12127,16.20
12129,6.10
12131,13.40
12133,12.10
13001,39.50
13003,33.10
13005,34.20
13007,59.80
13009,20.50
13011,38.00
13013,21.70
13015,26.30
13017,32.80
13019,40.40
13021,5.70
13023,34.90
13025,8.60
13027,56.60
13029,9.30
13031,45.80
13033,42.10
13035,26.60
13037,64.60
13039,1.40
13043,35.30
13045,26.70
13047,23.30
13049,4.20
13051,1.70
13053,1.10
13055,27.60
13057,8.90
13059,10.50
13061,36.10
13063,0.60
13065,5.40
13067,1.20
13069,51.40
13071,53.10
13073,12.30
13075,54.30
13077,18.90
13079,16.90
13081,62.00
13083,26.10
13085,14.00
13087,50.20
13089,0.30
13091,32.50
13093,74.20
13095,30.60
13097,5.50
13099,51.10
13101,8.60
13103,16.50
13105,35.30
13107,31.80
13109,30.40
13111,6.60
13113,9.10
13115,22.90
13117,12.60
13119,47.10
13121,3.60
13123,10.40
13125,23.30
13127,0.70
13129,32.80
13131,42.50
13133,30.50
13135,3.90
13137,14.50
13139,16.20
13141,12.90
13143,14.90
13145,14.10
13147,44.60
13149,20.30
13151,6.10
13153,16.30
13155,54.10
13157,34.30
13159,18.20
13161,33.80
13163,37.10
13165,35.70
13167,38.60
13169,14.40
13171,27.50
13173,39.40
13175,30.00
13177,52.80
13179,1.90
13181,13.60
13183,4.00
13185,19.50
13187,14.90
13189,26.50
13191,3.60
13193,43.40
13195,37.90
13197,27.30
13199,22.10
13201,44.40
13205,57.90
13207,19.20
13209,38.90
13211,39.70
13213,21.40
13215,6.70
13217,24.40
13219,30.20
13221,26.00
13223,7.40
13225,60.40
13227,11.20
13229,37.20
13231,29.50
13233,31.30
13235,33.00
13237,17.30
13239,19.90
13241,3.20
13243,44.50
13245,6.40
13247,5.10
13249,32.70
13251,45.30
13253,69.70
13255,13.60
13257,17.00
13259,17.40
13261,56.60
13263,12.00
13265,14.40
13267,37.00
13269,26.60
13271,18.60
13273,62.40
13275,53.70
13277,72.20
13279,34.60
13281,6.30
13283,29.00
13285,16.90
13287,50.60
13289,17.10
13291,9.40
13293,15.30
13295,31.80
13297,22.70
13299,11.10
13301,20.90
13303,22.10
13305,15.20
13307,44.60
13309,29.90
13311,12.10
13313,19.70
13315,37.50
13317,30.30
13319,10.60
13321,59.60
15001,25.80
15003,18.70
15007,37.80
15009,33.10
16001,16.70
16003,18.70
16005,44.20
16007,47.50
16009,28.10
16011,69.60
16013,12.50
16015,4.40
16017,8.00
16019,35.10
16021,8.50
16023,9.10
16025,28.00
16027,73.20
16029,32.50
16031,39.20
16033,13.20
16035,3.60
16037,4.70
16039,18.20
16041,53.80
16043,23.40
16045,51.10
16047,40.30
16049,9.90
16051,47.60
16053,44.90
16055,17.60
16057,50.80
16059,6.00
16061,65.40
16063,17.50
16065,65.30
16067,55.20
16069,70.30
16071,41.70
16073,14.80
16075,62.40
16077,54.10
16079,0.10
16081,40.80
16083,38.10
16085,2.20
16087,50.40
17001,87.30
17003,33.50
17005,71.00
17007,63.20
17009,72.40
17011,78.60
17013,70.60
17015,86.30
17017,82.10
17019,91.40
17021,88.70
17023,81.40
17025,98.20
17027,77.70
17029,72.80
17031,2.00
17033,77.40
17035,77.60
17037,92.00
17039,73.10
17041,91.80
17043,1.00
17045,79.70
17047,78.50
17049,97.70
17051,76.10
17053,86.90
17055,66.40
17057,72.60
17059,86.00
17061,94.40
17063,87.10
17065,72.10
17067,89.60
17069,32.20
17071,79.60
17073,91.90
17075,95.30
17077,59.30
17079,78.90
17081,73.70
17083,80.30
17085,75.30
17087,47.90
17089,51.10
17091,72.30
17093,67.30
17095,90.30
17097,10.80
17099,78.90
17101,94.40
17103,84.50
17105,89.90
17107,89.50
17109,83.40
17111,54.00
17113,81.90
17115,74.60
17117,76.20
17119,69.60
17121,67.90
17123,80.20
17125,90.40
17127,78.10
17129,83.50
17131,78.60
17133,71.50
17135,97.40
17137,82.50
17139,93.80
17141,73.00
17143,63.10
17145,65.10
17147,91.10
17149,84.00
17151,28.00
17153,79.40
17155,48.50
17157,71.10
17159,77.50
17161,58.30
17163,56.30
17165,59.60
17167,95.60
17169,75.70
17171,96.80
17173,74.60
17175,96.90
17177,84.40
17179,73.60
17181,56.90
17183,82.00
17185,80.80
17187,98.20
17189,96.90
17191,80.60
17193,91.40
17195,84.70
17197,40.50
17199,38.60
17201,54.40
17203,83.80
18001,98.10
18003,66.90
18005,61.60
18007,96.50
18009,87.20
18011,85.00
18013,7.40
18015,94.10
18017,75.60
18019,39.40
18021,70.80
18023,95.30
18025,26.90
18027,81.90
18029,33.10
18031,84.70
18033,68.40
18035,66.90
18037,65.50
18039,59.00
18041,62.40
18043,26.40
18045,83.70
18047,54.10
18049,91.00
18051,70.60
18053,71.70
18055,48.60
18057,50.40
18059,86.60
18061,47.90
18063,58.70
18065,67.20
18067,77.70
18069,80.50
18071,61.80
18073,75.40
18075,84.50
18077,46.20
18079,53.10
18081,68.80
18083,94.20
18085,76.90
18087,80.40
18089,35.20
18091,65.00
18093,51.20
18095,71.80
18097,6.80
18099,70.10
18101,29.00
18103,80.90
18105,18.90
18107,87.40
18109,52.80
18111,70.40
18113,76.10
18115,43.60
18117,40.20
18119,45.40
18121,63.50
18123,31.50
18125,37.60
18127,45.80
18129,73.90
18131,83.50
18133,60.10
18135,83.50
18137,61.60
18139,80.90
18141,51.20
18143,48.70
18145,83.80
18147,66.70
18149,73.60
18151,60.90
18153,55.90
18155,39.00
18157,69.60
18159,96.80
18161,80.50
18163,42.70
18165,74.90
18167,46.50
18169,80.00
18171,80.50
18173,42.70
18175,64.50
18177,63.60
18179,95.50
18181,87.50
18183,82.10
19001,91.90
19003,82.50
19005,71.30
19007,56.30
19009,97.20
19011,91.80
19013,80.70
19015,86.10
19017,94.00
19019,90.20
19021,96.90
19023,96.80
19025,96.30
19027,95.70
19029,78.80
19031,91.80
19033,87.90
19035,91.70
19037,90.80
19039,69.90
19041,90.70
19043,82.80
19045,90.50
19047,96.20
19049,77.90
19051,61.80
19053,69.40
19055,98.60
19057,65.60
19059,76.90
19061,80.50
19063,90.70
19065,82.30
19067,97.00
19069,93.80
19071,83.80
19073,96.40
19075,95.90
19077,87.90
19079,85.40
19081,94.50
19083,92.40
19085,85.10
19087,94.20
19089,98.80
19091,86.20
19093,95.30
19095,92.30
19097,77.60
19099,80.90
19101,73.90
19103,77.40
19105,93.30
19107,85.80
19109,95.40
19111,66.50
19113,70.70
19115,73.90
19117,63.70
19119,92.10
19121,75.50
19123,85.20
19125,71.90
19127,86.40
19129,74.10
19131,96.30
19133,75.20
19135,69.60
19137,90.20
19139,78.30
19141,85.70
19143,92.00
19145,95.10
19147,94.80
19149,91.20
19151,89.20
19153,52.90
19155,84.10
19157,90.70
19159,88.50
19161,96.00
19163,75.00
19165,98.00
19167,98.40
19169,82.90
19171,88.20
19173,84.80
19175,90.70
19177,67.80
19179,72.20
19181,67.80
19183,85.30
19185,84.80
19187,89.40
19189,96.00
19191,88.60
19193,80.70
19195,93.30
19197,95.90
20001,74.90
20003,98.30
20005,85.50
20007,87.00
20009,97.40
20011,82.60
20013,85.30
20015,87.20
20017,72.80
20019,70.50
20021,84.90
20023,81.10
20025,69.60
20027,93.50
20029,70.30
20031,96.30
20033,89.90
20035,78.20
20037,88.80
20039,73.40
20041,95.80
20043,70.50
20045,79.00
20047,98.50
20049,59.90
20051,87.10
20053,85.10
20055,94.90
20057,95.30
20059,97.10
20061,63.00
20063,82.70
20065,81.80
20067,97.50
20069,100.00
20071,95.30
20073,84.20
20075,85.30
20077,95.40
20079,99.60
20081,98.40
20083,89.90
20085,79.70
20087,74.90
20089,79.50
20091,28.70
20093,92.70
20095,93.50
20097,95.80
20099,96.70
20101,90.80
20103,65.60
20105,83.60
20107,79.40
20109,88.00
20111,96.40
20113,97.10
20115,94.00
20117,86.80
20119,93.90
20121,80.30
20123,92.20
20125,88.80
20127,92.00
20129,85.90
20131,87.20
20133,88.30
20135,97.20
20137,88.10
20139,97.30
20141,76.50
20143,95.20
20145,98.20
20147,87.70
20149,75.50
20151,98.90
20153,88.20
20155,98.20
20157,81.30
20159,99.70
20161,54.90
20163,98.00
20165,97.60
20167,86.80
20169,77.70
20171,100.20
20173,77.80
20175,88.20
20177,57.90
20179,89.30
20181,91.50
20183,94.50
20185,97.40
20187,100.00
20189,97.90
20191,100.20
20193,97.40
20195,90.50
20197,74.50
20199,76.20
20201,91.80
20203,95.20
20205,78.60
20207,88.80
20209,12.80
21001,66.30
21003,76.50
21005,63.40
21007,59.80
21009,81.30
21011,71.30
21013,6.60
21015,50.00
21017,92.10
21019,19.00
21021,76.80
21023,66.00
21025,7.40
21027,75.80
21029,23.40
21031,53.80
21033,59.00
21035,55.00
21037,47.60
21039,72.60
21041,61.90
21043,35.10
21045,63.00
21047,75.30
21049,91.10
21051,14.80
21053,51.60
21055,68.60
21057,41.80
21059,81.10
21061,42.10
21063,36.70
21065,32.80
21067,63.10
21069,76.90
21071,3.60
21073,56.10
21075,74.10
21077,51.60
21079,95.80
21081,58.60
21083,71.10
21085,66.50
21087,85.40
21089,33.50
21091,39.70
21093,49.90
21095,2.30
21097,85.50
21099,64.30
21101,64.70
21103,71.50
21105,76.40
21107,42.20
21109,34.00
21111,8.30
21113,69.20
21115,13.10
21117,35.80
21119,5.70
21121,15.70
21123,65.90
21125,32.30
21127,19.30
21129,18.80
21131,0.60
21133,2.60
21135,38.00
21137,76.60
21139,60.70
21141,78.20
21143,23.90
21145,39.00
21147,6.70
21149,80.00
21151,82.10
21153,22.20
21155,74.20
21157,43.90
21159,7.50
21161,86.00
21163,72.20
21165,27.10
21167,85.70
21169,74.70
21171,75.80
21173,81.60
21175,43.70
21177,42.70
21179,79.90
21181,74.40
21183,41.90
21185,42.90
21187,70.00
21189,23.10
21191,62.70
21193,7.50
21195,3.90
21197,24.40
21199,53.70
21201,66.10
21203,39.80
21205,22.10
21207,57.00
21209,72.40
21211,82.70
21213,74.00
21215,62.10
21217,65.60
21219,70.10
21221,43.20
21223,68.00
21225,88.70
21227,75.60
21229,84.90
21231,32.80
21233,76.70
21235,21.00
21237,23.70
21239,92.80
22001,63.30
22003,19.50
22005,20.70
22007,42.40
22009,52.90
22011,19.90
22013,6.60
22015,19.90
22017,35.40
22019,52.00
22021,20.00
22023,22.80
22025,46.30
22027,13.10
22029,63.10
22031,24.30
22033,20.00
22035,82.20
22037,45.10
22039,37.50
22041,63.70
22043,12.40
22045,31.20
22047,45.90
22049,5.60
22051,4.30
22053,58.40
22055,28.90
22057,23.00
22059,5.90
22061,23.80
22063,7.10
22065,61.40
22067,50.40
22069,26.60
22071,0.50
22073,23.80
22075,18.80
22077,52.60
22079,24.10
22081,38.30
22083,61.00
22085,11.20
22087,13.40
22089,8.10
22091,14.10
22093,32.70
22095,14.50
22097,45.20
22099,17.70
22101,22.50
22103,7.90
22105,19.40
22107,52.40
22109,10.00
22111,13.40
22113,54.60
22115,4.80
22117,18.80
22119,15.30
22121,27.70
22123,73.00
22125,33.40
22127,5.00
23001,18.60
23003,7.40
23005,9.30
23007,4.30
23009,6.40
23011,14.80
23013,11.00
23015,8.70
23017,5.80
23019,4.80
23021,2.00
23023,10.90
23025,5.80
23027,12.10
23029,7.60
23031,9.60
24001,13.10
24003,10.20
24005,17.50
24009,18.40
24011,62.60
24013,51.20
24015,33.30
24017,14.00
24019,38.20
24021,44.60
24023,21.70
24025,26.50
24027,20.20
24029,75.70
24031,20.80
24033,9.90
24035,68.50
24037,26.90
24039,29.00
24041,54.50
24043,40.70
24045,37.00
24047,33.10
25001,2.60
25003,9.90
25005,9.00
25007,11.70
25009,6.60
25011,19.70
25013,9.10
25015,15.00
25017,5.20
25019,2.60
25021,3.00
25023,14.20
25025,0.10
25027,9.90
26001,8.40
26003,3.60
26005,43.50
26007,17.90
26009,18.20
26011,37.50
26013,3.10
26015,43.70
26017,74.10
26019,9.00
26021,39.80
26023,73.90
26025,47.30
26027,63.30
26029,11.20
26031,9.60
26033,8.90
26035,15.10
26037,63.40
26039,0.80
26041,7.80
26043,4.50
26045,57.10
26047,13.10
26049,30.40
26051,18.20
26053,0.80
26055,17.10
26057,81.60
26059,66.40
26061,4.00
26063,92.60
26065,50.10
26067,64.00
26069,9.60
26071,3.10
26073,57.80
26075,35.70
26077,38.50
26079,7.60
26081,29.00
26083,0.10
26085,5.90
26087,40.10
26089,22.50
26091,80.40
26093,24.70
26095,1.70
26097,3.80
26099,24.00
26101,11.90
26103,2.60
26105,27.00
26107,32.40
26109,11.90
26111,26.50
26113,31.40
26115,59.70
26117,51.00
26119,7.50
26121,19.70
26123,26.10
26125,5.20
26127,37.90
26129,19.40
26131,3.20
26133,28.60
26135,4.50
26137,10.10
26139,47.60
26141,15.30
26143,1.70
26145,63.80
26147,39.50
26149,76.50
26151,70.90
26153,2.00
26155,62.00
26157,64.10
26159,39.00
26161,39.60
26163,2.60
26165,11.10
27001,9.10
27003,14.40
27005,43.70
27007,10.50
27009,74.60
27011,84.10
27013,80.00
27015,91.00
27017,16.90
27019,70.00
27021,10.30
27023,91.70
27025,43.50
27027,86.20
27029,24.30
27031,0.10
27033,90.40
27035,14.00
27037,63.10
27039,88.20
27041,64.60
27043,89.40
27045,68.10
27047,87.10
27049,79.40
27051,92.50
27053,12.90
27055,61.40
27057,16.00
27059,47.50
27061,4.20
27063,79.20
27065,35.60
27067,89.30
27069,68.20
27071,2.80
27073,85.80
27075,0.30
27077,11.00
27079,86.90
27081,86.70
27083,86.40
27085,85.40
27087,62.00
27089,79.40
27091,98.50
27093,77.40
27095,34.40
27097,53.10
27099,98.20
27101,87.60
27103,92.20
27105,90.50
27107,94.10
27109,68.40
27111,62.90
27113,72.40
27115,17.70
27117,80.60
27119,81.10
27121,77.70
27123,0.70
27125,75.40
27127,93.20
27129,99.20
27131,71.30
27133,93.20
27135,52.20
27137,3.50
27139,50.70
27141,37.00
27143,92.90
27145,75.70
27147,91.40
27149,91.60
27151,72.60
27153,55.10
27155,99.20
27157,69.00
27159,37.40
27161,91.20
27163,30.90
27165,90.70
27167,89.10
27169,67.00
27171,56.90
27173,79.00
28001,23.50
28003,32.20
28005,19.70
28007,25.10
28009,29.20
28011,72.90
28013,39.40
28015,44.10
28017,53.60
28019,24.00
28021,23.20
28023,23.30
28025,47.40
28027,75.40
28029,24.50
28031,33.70
28033,39.70
28035,16.10
28037,11.20
28039,17.90
28041,15.20
28043,27.10
28045,10.70
28047,4.30
28049,38.30
28051,49.80
28053,61.30
28055,49.60
28057,22.10
28059,7.90
28061,25.70
28063,17.90
28065,21.10
28067,27.60
28069,22.80
28071,25.90
28073,23.00
28075,18.20
28077,20.50
28079,25.40
28081,42.70
28083,78.70
28085,26.90
28087,43.00
28089,34.40
28091,23.40
28093,47.00
28095,37.90
28097,26.00
28099,30.80
28101,28.40
28103,45.60
28105,32.40
28107,51.50
28109,20.20
28111,10.60
28113,25.10
28115,43.00
28117,40.90
28119,76.60
28121,24.40
28123,30.80
28125,62.40
28127,25.20
28129,20.30
28131,16.00
28133,87.00
28135,75.00
28137,60.90
28139,37.10
28141,17.40
28143,63.80
28145,42.10
28147,38.80
28149,26.40
28151,79.90
28153,18.80
28155,27.50
28157,20.00
28159,27.70
28161,27.10
28163,52.20
29001,73.80
29003,74.00
29005,86.40
29007,91.50
29009,58.10
29011,87.40
29013,85.80
29015,49.70
29017,45.60
29019,48.50
29021,70.50
29023,54.40
29025,91.50
29027,55.50
29029,29.40
29031,78.30
29033,95.80
29035,22.10
29037,71.10
29039,68.30
29041,80.70
29043,42.70
29045,79.30
29047,43.70
29049,82.90
29051,74.10
29053,78.00
29055,33.70
29057,84.80
29059,59.70
29061,85.00
29063,74.80
29065,39.30
29067,51.20
29069,81.70
29071,45.00
29073,62.40
29075,75.80
29077,51.60
29079,80.90
29081,84.80
29083,85.60
29085,64.30
29087,70.50
29089,73.60
29091,56.10
29093,18.50
29095,27.40
29097,64.70
29099,21.70
29101,72.30
29103,73.00
29105,60.90
29107,84.70
29109,77.20
29111,66.10
29113,56.70
29115,83.90
29117,83.70
29119,55.50
29121,76.60
29123,29.70
29125,73.60
29127,83.20
29129,66.70
29131,68.00
29133,95.10
29135,85.30
29137,82.00
29139,64.60
29141,55.00
29143,96.90
29145,65.40
29147,78.40
29149,39.80
29151,82.40
29153,47.60
29155,94.00
29157,72.00
29159,89.20
29161,37.10
29163,72.40
29165,60.00
29167,88.40
29169,31.80
29171,79.80
29173,80.90
29175,68.90
29177,73.30
29179,16.70
29181,35.50
29183,43.40
29185,57.50
29186,52.70
29187,43.20
29189,12.60
29195,91.30
29197,84.90
29199,89.50
29201,82.90
29203,20.20
29205,86.60
29207,90.30
29209,35.70
29211,74.70
29213,26.70
29215,51.90
29217,82.40
29219,46.60
29221,21.30
29223,20.10
29225,69.90
29227,73.50
29229,65.30
30001,34.80
30003,99.70
30005,75.40
30007,61.20
30009,62.20
30011,82.70
30013,73.60
30015,81.40
30017,86.30
30019,84.30
30021,74.60
30023,15.70
30025,87.00
30027,78.80
30029,5.60
30031,42.00
30033,74.00
30035,61.90
30037,90.90
30039,25.80
30041,87.10
30043,33.20
30045,71.90
30047,67.20
30049,36.20
30051,99.80
30053,2.10
30055,79.20
30057,40.20
30059,57.60
30061,2.40
30063,15.70
30065,92.20
30067,39.70
30069,55.90
30071,58.90
30073,77.40
30075,77.10
30077,38.40
30079,67.20
30081,15.80
30083,95.20
30085,86.80
30087,85.20
30089,36.40
30091,99.20
30093,13.10
30095,66.30
30097,69.60
30099,61.00
30101,89.30
30103,98.10
30105,51.70
30107,94.50
30109,90.60
30111,95.10
31001,94.30
31003,89.70
31005,98.90
31007,88.60
31009,80.60
31011,98.40
31013,98.40
31015,93.50
31017,78.70
31019,85.30
31021,94.70
31023,99.90
31025,97.10
31027,99.90
31029,99.30
31031,93.40
31033,99.20
31035,87.10
31037,99.60
31039,99.50
31041,91.30
31043,98.50
31045,83.90
31047,94.10
31049,98.10
31051,91.60
31053,99.60
31055,43.20
31057,91.80
31059,89.50
31061,85.90
31063,77.60
31065,97.80
31067,98.90
31069,93.40
31071,94.00
31073,96.20
31075,99.70
31077,93.00
31079,93.90
31081,90.00
31083,94.20
31085,95.70
31087,86.40
31089,90.20
31091,92.50
31093,77.00
31095,98.30
31097,82.00
31099,88.20
31101,72.30
31103,85.50
31105,99.10
31107,84.70
31109,78.90
31111,82.70
31113,81.60
31115,77.60
31117,88.90
31119,96.40
31121,78.10
31123,90.90
31125,77.90
31127,100.00
31129,97.10
31131,99.00
31133,98.80
31135,98.40
31137,98.90
31139,93.70
31141,88.90
31143,89.50
31145,95.70
31147,96.80
31149,90.50
31151,98.10
31153,65.00
31155,99.90
31157,93.30
31159,99.40
31161,100.00
31163,85.80
31165,93.00
31167,97.30
31169,88.70
31171,85.10
31173,92.10
31175,96.50
31177,99.30
31179,99.20
31181,89.40
31183,97.10
31185,94.60
32001,7.90
32003,
32005,26.00
32007,19.80
32009,
32011,21.60
32013,16.00
32015,9.40
32017,1.00
32019,14.20
32021,
32023,0.80
32027,8.50
32029,
32031,12.40
32033,2.90
32510,1.00
33001,9.90
33003,5.40
33005,11.90
33007,4.10
33009,6.70
33011,7.90
33013,9.10
33015,7.20
33017,9.90
33019,11.50
34001,8.20
34003,0.70
34005,18.80
34007,6.60
34009,5.00
34011,21.40
34013,0.20
34015,24.00
34017,0.10
34019,37.00
34021,17.60
34023,8.10
34025,13.10
34027,4.90
34029,2.10
34031,1.60
34033,46.30
34035,18.60
34037,18.00
34039,0.10
34041,32.40
35001,29.80
35003,28.40
35005,59.70
35006,54.80
35007,86.20
35009,100.30
35011,79.50
35013,21.70
35015,40.70
35017,35.30
35019,74.50
35021,69.00
35023,38.60
35025,69.00
35027,47.40
35028,
35029,30.30
35031,73.70
35033,75.40
35035,24.10
35037,84.20
35039,36.30
35041,95.80
35043,33.00
35045,72.30
35047,75.10
35049,
35051,37.80
35053,21.40
35055,20.20
35057,72.90
35059,77.10
35061,75.80
36001,17.80
36003,24.50
36005,0.00
36007,13.80
36009,19.80
36011,50.90
36013,33.00
36015,25.70
36017,26.00
36019,24.30
36021,24.40
36023,35.60
36025,15.20
36027,20.00
36029,21.40
36031,5.00
36033,13.50
36035,7.00
36037,56.10
36039,8.40
36041,0.10
36043,13.00
36045,30.50
36047,0.00
36049,22.40
36051,46.90
36053,41.00
36055,25.40
36057,44.60
36059,0.50
36061,0.10
36063,42.00
36065,24.80
36067,32.30
36069,48.50
36071,15.60
36073,51.70
36075,14.10
36077,24.10
36079,5.10
36081,
36083,19.80
36085,
36087,0.50
36089,20.00
36091,13.80
36093,13.30
36095,25.10
36097,37.50
36099,57.20
36101,44.60
36103,5.10
36105,9.70
36107,34.10
36109,30.00
36111,8.20
36113,1.80
36115,34.80
36117,41.20
36119,2.50
36121,61.90
36123,53.10
37001,29.50
37003,32.50
37005,47.10
37007,25.10
37009,40.40
37011,18.10
37013,26.20
37015,33.10
37017,32.20
37019,8.20
37021,17.20
37023,11.90
37025,27.50
37027,12.60
37029,38.50
37031,19.30
37033,38.50
37035,24.70
37037,24.30
37039,9.00
37041,48.40
37043,9.10
37045,38.10
37047,23.50
37049,18.00
37051,15.80
37053,26.70
37055,2.20
37057,26.10
37059,45.60
37061,46.60
37063,10.10
37065,46.00
37067,13.30
37069,34.30
37071,16.60
37073,26.60
37075,5.90
37077,36.70
37079,48.80
37081,18.50
37083,45.10
37085,27.90
37087,14.70
37089,17.20
37091,35.80
37093,21.50
37095,31.90
37097,36.30
37099,5.00
37101,36.20
37103,21.80
37105,21.50
37107,44.50
37109,28.60
37111,8.20
37113,6.00
37115,19.70
37117,48.30
37119,3.50
37121,10.40
37123,10.70
37125,20.00
37127,37.40
37129,0.70
37131,49.50
37133,10.80
37135,27.50
37137,20.10
37139,49.70
37141,11.60
37143,50.80
37145,32.70
37147,44.60
37149,19.10
37151,29.50
37153,19.50
37155,43.50
37157,34.40
37159,36.30
37161,16.60
37163,49.80
37165,26.90
37167,37.90
37169,32.30
37171,44.60
37173,3.00
37175,6.10
37177,21.20
37179,46.10
37181,41.00
37183,14.40
37185,22.10
37187,35.90
37189,24.80
37191,46.60
37193,22.10
37195,52.30
37197,40.80
37199,15.40
38001,94.90
38003,99.70
38005,84.50
38007,99.90
38009,89.70
38011,95.70
38013,73.50
38015,78.90
38017,99.70
38019,97.40
38021,93.80
38023,87.30
38025,79.10
38027,93.50
38029,84.00
38031,96.90
38033,97.70
38035,86.90
38037,90.40
38039,100.00
38041,97.30
38043,86.50
38045,99.10
38047,99.40
38049,86.70
38051,78.20
38053,63.30
38055,77.40
38057,77.60
38059,99.40
38061,92.60
38063,88.00
38065,67.80
38067,96.60
38069,82.90
38071,91.70
38073,99.50
