FIPSTEXT,y17_M111
06103,11.00
06105,4.00
06107,85.00
06109,8.00
06111,2.00
06113,3.00
06115,9.00
08001,2.00
08003,6.00
08005,3.00
08007,4.00
08009,4.00
08011,4.00
08013,6.00
08014,3.00
08015,11.00
08017,3.00
08019,1.00
08021,13.00
08023,2.00
08025,15.00
08027,5.00
08029,17.00
08031,
08033,3.00
08035,4.00
08037,6.00
08039,4.00
08041,4.00
08043,5.00
08045,7.00
08047,
08049,7.00
08051,9.00
08053,6.00
08055,3.00
08057,8.00
08059,3.00
08061,2.00
08063,13.00
08065,3.00
08067,4.00
08069,12.00
08071,2.00
08073,3.00
08075,20.00
08077,14.00
08079,1.00
08081,4.00
08083,4.00
08085,16.00
08087,34.00
08089,11.00
08091,5.00
08093,4.00
08095,6.00
08097,8.00
08099,10.00
08101,4.00
08103,6.00
08105,6.00
08107,5.00
08109,7.00
08111,0.00
08113,7.00
08115,5.00
08117,5.00
08119,3.00
08121,5.00
08123,28.00
08125,19.00
09001,1.00
09003,4.00
09005,12.00
09007,6.00
09009,6.00
09011,21.00
09013,26.00
09015,24.00
10001,4.00
10003,3.00
10005,2.00
12001,25.00
12003,16.00
12005,2.00
12007,16.00
12009,14.00
12011,16.00
12013,4.00
12015,13.00
12017,15.00
12019,
12021,7.00
12023,24.00
12027,28.00
12029,7.00
12031,19.00
12033,8.00
12035,7.00
12037,
12039,9.00
12041,34.00
12043,15.00
12045,
12047,15.00
12049,21.00
12051,13.00
12053,19.00
12055,23.00
12057,22.00
12059,21.00
12061,11.00
12063,14.00
12065,15.00
12067,22.00
12069,15.00
12071,12.00
12073,3.00
12075,29.00
12077,4.00
12079,18.00
12081,20.00
12083,16.00
12085,19.00
12086,9.00
12087,0.00
12089,12.00
12091,7.00
12093,45.00
12095,13.00
12097,20.00
12099,1.00
12101,18.00
12103,
12105,17.00
12107,13.00
12109,9.00
12111,17.00
12113,11.00
12115,24.00
12117,12.00
12119,18.00
12121,24.00
12123,11.00
12125,24.00
12127,13.00
12129,6.00
12131,15.00
12133,13.00
13001,7.00
13003,12.00
13005,5.00
13007,3.00
13009,9.00
13011,29.00
13013,36.00
13015,21.00
13017,6.00
13019,10.00
13021,19.00
13023,6.00
13025,9.00
13027,10.00
13029,2.00
13031,4.00
13033,15.00
13035,16.00
13037,2.00
13039,4.00
13043,5.00
13045,22.00
13047,33.00
13049,9.00
13051,
13053,0.00
13055,21.00
13057,16.00
13059,19.00
13061,8.00
13063,21.00
13065,5.00
13067,8.00
13069,7.00
13071,7.00
13073,6.00
13075,8.00
13077,15.00
13079,8.00
13081,5.00
13083,11.00
13085,15.00
13087,7.00
13089,
13091,6.00
13093,1.00
13095,4.00
13097,13.00
13099,5.00
13101,11.00
13103,4.00
13105,14.00
13107,5.00
13109,9.00
13111,17.00
13113,13.00
13115,13.00
13117,20.00
13119,27.00
13121,12.00
13123,21.00
13125,5.00
13127,12.00
13129,25.00
13131,9.00
13133,12.00
13135,15.00
13137,33.00
13139,29.00
13141,11.00
13143,22.00
13145,10.00
13147,32.00
13149,24.00
13151,18.00
13153,13.00
13155,6.00
13157,29.00
13159,13.00
13161,5.00
13163,12.00
13165,5.00
13167,8.00
13169,7.00
13171,18.00
13173,2.00
13175,6.00
13177,8.00
13179,8.00
13181,13.00
13183,13.00
13185,6.00
13187,18.00
13189,16.00
13191,3.00
13193,27.00
13195,30.00
13197,10.00
13199,10.00
13201,10.00
13205,11.00
13207,13.00
13209,2.00
13211,28.00
13213,19.00
13215,2.00
13217,15.00
13219,23.00
13221,21.00
13223,15.00
13225,4.00
13227,22.00
13229,3.00
13231,12.00
13233,15.00
13235,3.00
13237,48.00
13239,4.00
13241,29.00
13243,4.00
13245,4.00
13247,12.00
13249,6.00
13251,4.00
13253,9.00
13255,13.00
13257,51.00
13259,2.00
13261,11.00
13263,6.00
13265,25.00
13267,12.00
13269,7.00
13271,7.00
13273,2.00
13275,5.00
13277,6.00
13279,8.00
13281,38.00
13283,4.00
13285,12.00
13287,6.00
13289,6.00
13291,23.00
13293,16.00
13295,20.00
13297,22.00
13299,6.00
13301,14.00
13303,8.00
13305,11.00
13307,6.00
13309,2.00
13311,38.00
13313,32.00
13315,6.00
13317,15.00
13319,10.00
13321,5.00
15001,15.00
15003,7.00
15007,10.00
15009,8.00
16001,46.00
16003,10.00
16005,7.00
16007,9.00
16009,1.00
16011,10.00
16013,5.00
16015,5.00
16017,5.00
16019,14.00
16021,7.00
16023,7.00
16025,3.00
16027,50.00
16029,7.00
16031,44.00
16033,5.00
16035,5.00
16037,21.00
16039,47.00
16041,15.00
16043,5.00
16045,13.00
16047,169.00
16049,5.00
16051,25.00
16053,152.00
16055,4.00
16057,2.00
16059,20.00
16061,2.00
16063,57.00
16065,7.00
16067,16.00
16069,3.00
16071,7.00
16073,22.00
16075,35.00
16077,6.00
16079,11.00
16081,6.00
16083,42.00
16085,14.00
16087,7.00
17001,8.00
17003,2.00
17005,5.00
17007,6.00
17009,4.00
17011,2.00
17013,4.00
17015,13.00
17017,2.00
17019,1.00
17021,1.00
17023,1.00
17025,3.00
17027,18.00
17029,2.00
17031,1.00
17033,1.00
17035,5.00
17037,5.00
17039,2.00
17041,2.00
17043,1.00
17045,1.00
17047,2.00
17049,9.00
17051,4.00
17053,1.00
17055,5.00
17057,7.00
17059,1.00
17061,5.00
17063,1.00
17065,1.00
17067,6.00
17069,9.00
17071,8.00
17073,4.00
17075,2.00
17077,5.00
17079,4.00
17081,5.00
17083,4.00
17085,20.00
17087,8.00
17089,3.00
17091,1.00
17093,3.00
17095,5.00
17097,6.00
17099,2.00
17101,1.00
17103,3.00
17105,2.00
17107,1.00
17109,5.00
17111,9.00
17113,3.00
17115,1.00
17117,5.00
17119,5.00
17121,4.00
17123,3.00
17125,1.00
17127,8.00
17129,4.00
17131,3.00
17133,5.00
17135,2.00
17137,3.00
17139,3.00
17141,7.00
17143,3.00
17145,5.00
17147,1.00
17149,4.00
17151,9.00
17153,4.00
17155,1.00
17157,5.00
17159,4.00
17161,6.00
17163,4.00
17165,4.00
17167,3.00
17169,4.00
17171,4.00
17173,6.00
17175,2.00
17177,14.00
17179,3.00
17181,6.00
17183,2.00
17185,1.00
17187,6.00
17189,7.00
17191,4.00
17193,1.00
17195,7.00
17197,1.00
17199,8.00
17201,7.00
17203,3.00
18001,14.00
18003,5.00
18005,3.00
18007,3.00
18009,2.00
18011,2.00
18013,5.00
18015,2.00
18017,5.00
18019,7.00
18021,3.00
18023,1.00
18025,10.00
18027,5.00
18029,9.00
18031,5.00
18033,12.00
18035,1.00
18037,13.00
18039,34.00
18041,4.00
18043,7.00
18045,2.00
18047,9.00
18049,7.00
18051,3.00
18053,2.00
18055,7.00
18057,1.00
18059,1.00
18061,11.00
18063,2.00
18065,9.00
18067,1.00
18069,6.00
18071,6.00
18073,14.00
18075,7.00
18077,8.00
18079,5.00
18081,4.00
18083,1.00
18085,7.00
18087,30.00
18089,2.00
18091,5.00
18093,9.00
18095,2.00
18097,
18099,10.00
18101,7.00
18103,4.00
18105,15.00
18107,2.00
18109,4.00
18111,
18113,8.00
18115,10.00
18117,7.00
18119,7.00
18121,5.00
18123,11.00
18125,3.00
18127,3.00
18129,2.00
18131,2.00
18133,4.00
18135,3.00
18137,6.00
18139,4.00
18141,3.00
18143,4.00
18145,3.00
18147,7.00
18149,1.00
18151,10.00
18153,2.00
18155,9.00
18157,2.00
18159,0.00
18161,2.00
18163,1.00
18165,3.00
18167,1.00
18169,4.00
18171,5.00
18173,3.00
18175,9.00
18177,9.00
18179,3.00
18181,3.00
18183,7.00
19001,14.00
19003,13.00
19005,23.00
19007,16.00
19009,11.00
19011,9.00
19013,6.00
19015,5.00
19017,9.00
19019,7.00
19021,7.00
19023,7.00
19025,5.00
19027,17.00
19029,15.00
19031,7.00
19033,3.00
19035,19.00
19037,12.00
19039,18.00
19041,9.00
19043,18.00
19045,17.00
19047,12.00
19049,8.00
19051,15.00
19053,19.00
19055,34.00
19057,4.00
19059,11.00
19061,42.00
19063,7.00
19065,13.00
19067,8.00
19069,3.00
19071,5.00
19073,5.00
19075,9.00
19077,10.00
19079,1.00
19081,3.00
19083,11.00
19085,7.00
19087,7.00
19089,11.00
19091,5.00
19093,19.00
19095,11.00
19097,31.00
19099,7.00
19101,6.00
19103,9.00
19105,19.00
19107,9.00
19109,4.00
19111,9.00
19113,9.00
19115,3.00
19117,19.00
19119,56.00
19121,11.00
19123,10.00
19125,11.00
19127,10.00
19129,2.00
19131,19.00
19133,8.00
19135,17.00
19137,9.00
19139,7.00
19141,21.00
19143,20.00
19145,9.00
19147,7.00
19149,22.00
19151,5.00
19153,4.00
19155,14.00
19157,10.00
19159,17.00
19161,12.00
19163,9.00
19165,11.00
19167,86.00
19169,5.00
19171,10.00
19173,12.00
19175,16.00
19177,10.00
19179,8.00
19181,8.00
19183,7.00
19185,11.00
19187,3.00
19189,3.00
19191,24.00
19193,17.00
19195,3.00
19197,2.00
20001,13.00
20003,11.00
20005,11.00
20007,10.00
20009,19.00
20011,21.00
20013,6.00
20015,15.00
20017,15.00
20019,11.00
20021,9.00
20023,8.00
20025,11.00
20027,8.00
20029,10.00
20031,9.00
20033,10.00
20035,9.00
20037,13.00
20039,16.00
20041,15.00
20043,4.00
20045,9.00
20047,17.00
20049,13.00
20051,6.00
20053,9.00
20055,30.00
20057,23.00
20059,16.00
20061,13.00
20063,14.00
20065,5.00
20067,62.00
20069,48.00
20071,7.00
20073,12.00
20075,25.00
20077,11.00
20079,11.00
20081,108.00
20083,16.00
20085,13.00
20087,15.00
20089,7.00
20091,11.00
20093,14.00
20095,7.00
20097,6.00
20099,21.00
20101,17.00
20103,12.00
20105,9.00
20107,12.00
20109,6.00
20111,11.00
20113,7.00
20115,13.00
20117,8.00
20119,13.00
20121,14.00
20123,8.00
20125,11.00
20127,16.00
20129,3.00
20131,15.00
20133,16.00
20135,6.00
20137,10.00
20139,8.00
20141,7.00
20143,11.00
20145,16.00
20147,10.00
20149,15.00
20151,14.00
20153,6.00
20155,11.00
20157,14.00
20159,13.00
20161,14.00
20163,7.00
20165,5.00
20167,6.00
20169,8.00
20171,64.00
20173,6.00
20175,33.00
20177,8.00
20179,20.00
20181,4.00
20183,6.00
20185,11.00
20187,5.00
20189,10.00
20191,4.00
20193,9.00
20195,5.00
20197,13.00
20199,4.00
20201,14.00
20203,29.00
20205,8.00
20207,11.00
20209,7.00
21001,24.00
21003,29.00
21005,19.00
21007,5.00
21009,34.00
21011,24.00
21013,6.00
21015,10.00
21017,31.00
21019,9.00
21021,40.00
21023,14.00
21025,4.00
21027,16.00
21029,14.00
21031,9.00
21033,6.00
21035,6.00
21037,16.00
21039,5.00
21041,13.00
21043,13.00
21045,20.00
21047,8.00
21049,25.00
21051,6.00
21053,35.00
21055,8.00
21057,13.00
21059,5.00
21061,20.00
21063,12.00
21065,14.00
21067,10.00
21069,26.00
21071,5.00
21073,21.00
21075,1.00
21077,10.00
21079,34.00
21081,16.00
21083,6.00
21085,18.00
21087,18.00
21089,10.00
21091,12.00
21093,15.00
21095,2.00
21097,20.00
21099,21.00
21101,4.00
21103,21.00
21105,2.00
21107,6.00
21109,13.00
21111,12.00
21113,22.00
21115,6.00
21117,16.00
21119,5.00
21121,10.00
21123,16.00
21125,22.00
21127,6.00
21129,8.00
21131,3.00
21133,5.00
21135,8.00
21137,32.00
21139,13.00
21141,12.00
21143,12.00
21145,4.00
21147,18.00
21149,4.00
21151,30.00
21153,5.00
21155,29.00
21157,13.00
21159,7.00
21161,20.00
21163,15.00
21165,13.00
21167,33.00
21169,24.00
21171,31.00
21173,30.00
21175,9.00
21177,10.00
21179,21.00
21181,26.00
21183,10.00
21185,10.00
21187,16.00
21189,5.00
21191,9.00
21193,3.00
21195,5.00
21197,9.00
21199,28.00
21201,17.00
21203,17.00
21205,12.00
21207,37.00
21209,22.00
21211,17.00
21213,8.00
21215,18.00
21217,20.00
21219,13.00
21221,12.00
21223,12.00
21225,4.00
21227,17.00
21229,27.00
21231,22.00
21233,5.00
21235,15.00
21237,6.00
21239,20.00
22001,4.00
22003,12.00
22005,12.00
22007,1.00
22009,9.00
22011,17.00
22013,12.00
22015,13.00
22017,11.00
22019,11.00
22021,7.00
22023,12.00
22025,3.00
22027,14.00
22029,1.00
22031,25.00
22033,23.00
22035,0.00
22037,15.00
22039,9.00
22041,8.00
22043,12.00
22045,3.00
22047,4.00
22049,23.00
22051,10.00
22053,8.00
22055,12.00
22057,10.00
22059,19.00
22061,21.00
22063,18.00
22065,1.00
22067,5.00
22069,18.00
22071,
22073,8.00
22075,8.00
22077,8.00
22079,12.00
22081,25.00
22083,9.00
22085,30.00
22087,5.00
22089,22.00
22091,26.00
22093,1.00
22095,
22097,10.00
22099,3.00
22101,1.00
22103,18.00
22105,40.00
22107,0.00
22109,7.00
22111,30.00
22113,9.00
22115,20.00
22117,31.00
22119,13.00
22121,5.00
22123,7.00
22125,20.00
22127,17.00
23001,12.00
23003,2.00
23005,7.00
23007,6.00
23009,1.00
23011,18.00
23013,5.00
23015,4.00
23017,3.00
23019,13.00
23021,6.00
23023,6.00
23025,9.00
23027,10.00
23029,0.00
23031,4.00
24001,10.00
24003,5.00
24005,7.00
24009,5.00
24011,3.00
24013,15.00
24015,8.00
24017,4.00
24019,0.00
24021,21.00
24023,18.00
24025,12.00
24027,8.00
24029,7.00
24031,7.00
24033,10.00
24035,3.00
24037,4.00
24039,1.00
24041,1.00
24043,37.00
24045,1.00
24047,0.00
25001,1.00
25003,12.00
25005,14.00
25007,2.00
25009,7.00
25011,7.00
25013,7.00
25015,9.00
25017,9.00
25019,0.00
25021,5.00
25023,1.00
25025,0.00
25027,7.00
26001,9.00
26003,11.00
26005,27.00
26007,12.00
26009,7.00
26011,9.00
26013,10.00
26015,26.00
26017,3.00
26019,6.00
26021,3.00
26023,6.00
26025,8.00
26027,3.00
26029,7.00
26031,7.00
26033,6.00
26035,23.00
26037,28.00
26039,3.00
26041,11.00
26043,8.00
26045,4.00
26047,7.00
26049,4.00
26051,9.00
26053,5.00
26055,6.00
26057,18.00
26059,12.00
26061,7.00
26063,28.00
26065,10.00
26067,20.00
26069,19.00
26071,4.00
26073,14.00
26075,8.00
26077,13.00
26079,4.00
26081,15.00
26083,0.00
26085,9.00
26087,9.00
26089,3.00
26091,9.00
26093,7.00
26095,7.00
26097,16.00
26099,6.00
26101,3.00
26103,5.00
26105,13.00
26107,13.00
26109,20.00
26111,9.00
26113,43.00
26115,2.00
26117,9.00
26119,12.00
26121,16.00
26123,23.00
26125,2.00
26127,5.00
26129,24.00
26131,5.00
26133,17.00
26135,16.00
26137,3.00
26139,30.00
26141,6.00
26143,8.00
26145,3.00
26147,4.00
26149,5.00
26151,19.00
26153,6.00
26155,9.00
26157,8.00
26159,7.00
26161,7.00
26163,3.00
26165,9.00
27001,8.00
27003,3.00
27005,7.00
27007,10.00
27009,17.00
27011,5.00
27013,3.00
27015,12.00
27017,11.00
27019,14.00
27021,16.00
27023,7.00
27025,9.00
27027,2.00
27029,11.00
27031,2.00
27033,9.00
27035,8.00
27037,10.00
27039,7.00
27041,8.00
27043,3.00
27045,16.00
27047,5.00
27049,18.00
27051,4.00
27053,12.00
27055,20.00
27057,7.00
27059,6.00
27061,6.00
27063,5.00
27065,10.00
27067,10.00
27069,2.00
27071,7.00
27073,4.00
27075,4.00
27077,
27079,5.00
27081,8.00
27083,15.00
27085,10.00
27087,2.00
27089,1.00
27091,5.00
27093,10.00
27095,14.00
27097,23.00
27099,7.00
27101,13.00
27103,10.00
27105,22.00
27107,1.00
27109,15.00
27111,10.00
27113,3.00
27115,13.00
27117,25.00
27119,1.00
27121,8.00
27123,
27125,3.00
27127,9.00
27129,4.00
27131,9.00
27133,33.00
27135,3.00
27137,7.00
27139,13.00
27141,9.00
27143,10.00
27145,30.00
27147,5.00
27149,18.00
27151,9.00
27153,17.00
27155,4.00
27157,24.00
27159,10.00
27161,5.00
27163,7.00
27165,1.00
27167,1.00
27169,26.00
27171,13.00
27173,7.00
28001,5.00
28003,9.00
28005,16.00
28007,6.00
28009,8.00
28011,0.00
28013,6.00
28015,10.00
28017,9.00
28019,8.00
28021,12.00
28023,7.00
28025,15.00
28027,0.00
28029,13.00
28031,57.00
28033,5.00
28035,14.00
28037,9.00
28039,21.00
28041,27.00
28043,10.00
28045,27.00
28047,18.00
28049,9.00
28051,5.00
28053,0.00
28055,0.00
28057,7.00
28059,25.00
28061,15.00
28063,13.00
28065,18.00
28067,19.00
28069,8.00
28071,8.00
28073,20.00
28075,6.00
28077,19.00
28079,17.00
28081,8.00
28083,0.00
28085,27.00
28087,8.00
28089,9.00
28091,22.00
28093,10.00
28095,9.00
28097,6.00
28099,18.00
28101,17.00
28103,8.00
28105,17.00
28107,7.00
28109,20.00
28111,17.00
28113,26.00
28115,9.00
28117,13.00
28119,
28121,17.00
28123,23.00
28125,
28127,23.00
28129,21.00
28131,26.00
28133,0.00
28135,2.00
28137,15.00
28139,7.00
28141,6.00
28143,0.00
28145,9.00
28147,23.00
28149,3.00
28151,0.00
28153,16.00
28155,5.00
28157,8.00
28159,10.00
28161,8.00
28163,4.00
29001,14.00
29003,8.00
29005,2.00
29007,7.00
29009,33.00
29011,15.00
29013,18.00
29015,21.00
29017,16.00
29019,11.00
29021,8.00
29023,2.00
29025,12.00
29027,12.00
29029,15.00
29031,13.00
29033,6.00
29035,10.00
29037,13.00
29039,25.00
29041,10.00
29043,27.00
29045,6.00
29047,18.00
29049,11.00
29051,26.00
29053,15.00
29055,17.00
29057,24.00
29059,28.00
29061,8.00
29063,16.00
29065,18.00
29067,23.00
29069,0.00
29071,17.00
29073,18.00
29075,14.00
29077,31.00
29079,9.00
29081,11.00
29083,19.00
29085,27.00
29087,2.00
29089,11.00
29091,23.00
29093,13.00
29095,11.00
29097,21.00
29099,11.00
29101,18.00
29103,15.00
29105,24.00
29107,11.00
29109,37.00
29111,8.00
29113,8.00
29115,16.00
29117,5.00
29119,25.00
29121,11.00
29123,17.00
29125,23.00
29127,6.00
29129,11.00
29131,24.00
29133,0.00
29135,27.00
29137,9.00
29139,11.00
29141,27.00
29143,0.00
29145,32.00
29147,10.00
29149,20.00
29151,22.00
29153,19.00
29155,0.00
29157,15.00
29159,14.00
29161,20.00
29163,11.00
29165,6.00
29167,30.00
29169,19.00
29171,18.00
29173,6.00
29175,12.00
29177,10.00
29179,10.00
29181,13.00
29183,4.00
29185,19.00
29186,13.00
29187,16.00
29189,1.00
29195,5.00
29197,20.00
29199,12.00
29201,3.00
29203,20.00
29205,5.00
29207,2.00
29209,29.00
29211,14.00
29213,15.00
29215,22.00
29217,17.00
29219,11.00
29221,14.00
29223,12.00
29225,31.00
29227,11.00
29229,27.00
30001,10.00
30003,3.00
30005,3.00
30007,5.00
30009,10.00
30011,5.00
30013,5.00
30015,2.00
30017,4.00
30019,2.00
30021,3.00
30023,10.00
30025,5.00
30027,5.00
30029,5.00
30031,6.00
30033,3.00
30035,4.00
30037,2.00
30039,7.00
30041,1.00
30043,7.00
30045,8.00
30047,9.00
30049,5.00
30051,1.00
30053,4.00
30055,3.00
30057,9.00
30059,6.00
30061,2.00
30063,2.00
30065,4.00
30067,5.00
30069,4.00
30071,4.00
30073,3.00
30075,5.00
30077,6.00
30079,6.00
30081,11.00
30083,5.00
30085,2.00
30087,3.00
30089,2.00
30091,2.00
30093,6.00
30095,6.00
30097,4.00
30099,5.00
30101,2.00
30103,5.00
30105,4.00
30107,5.00
30109,4.00
30111,7.00
31001,19.00
31003,28.00
31005,8.00
31007,12.00
31009,12.00
31011,20.00
31013,8.00
31015,19.00
31017,22.00
31019,18.00
31021,12.00
31023,10.00
31025,3.00
31027,22.00
31029,23.00
31031,8.00
31033,6.00
31035,19.00
31037,29.00
31039,89.00
31041,22.00
31043,4.00
31045,8.00
31047,38.00
31049,10.00
31051,16.00
31053,12.00
31055,3.00
31057,18.00
31059,7.00
31061,8.00
31063,12.00
31065,11.00
31067,6.00
31069,6.00
31071,15.00
31073,13.00
31075,7.00
31077,21.00
31079,21.00
31081,10.00
31083,15.00
31085,15.00
31087,5.00
31089,16.00
31091,5.00
31093,29.00
31095,10.00
31097,7.00
31099,33.00
31101,11.00
31103,13.00
31105,3.00
31107,23.00
31109,5.00
31111,22.00
31113,9.00
31115,10.00
31117,8.00
31119,20.00
31121,21.00
31123,18.00
31125,15.00
31127,3.00
31129,12.00
31131,3.00
31133,9.00
31135,6.00
31137,55.00
31139,21.00
31141,36.00
31143,33.00
31145,15.00
31147,7.00
31149,14.00
31151,8.00
31153,4.00
31155,11.00
31157,24.00
31159,12.00
31161,8.00
31163,21.00
31165,8.00
31167,22.00
31169,14.00
31171,7.00
31173,18.00
31175,30.00
31177,9.00
31179,16.00
31181,26.00
31183,37.00
31185,13.00
32001,24.00
32003,
32005,14.00
32007,6.00
32009,
32011,3.00
32013,6.00
32015,5.00
32017,28.00
32019,29.00
32021,
32023,36.00
32027,6.00
32029,
32031,3.00
32033,17.00
32510,49.00
33001,6.00
33003,3.00
33005,8.00
33007,11.00
33009,9.00
33011,4.00
33013,11.00
33015,8.00
33017,6.00
33019,13.00
34001,0.00
34003,
34005,1.00
34007,1.00
34009,0.00
34011,2.00
34013,14.00
34015,6.00
34017,
34019,4.00
34021,3.00
34023,
34025,1.00
34027,4.00
34029,10.00
34031,
34033,6.00
34035,5.00
34037,7.00
34039,
34041,5.00
35001,1.00
35003,2.00
35005,8.00
35006,1.00
35007,1.00
35009,31.00
35011,3.00
35013,13.00
35015,4.00
35017,3.00
35019,2.00
35021,2.00
35023,3.00
35025,5.00
35027,2.00
35028,
35029,5.00
35031,1.00
35033,2.00
35035,2.00
35037,3.00
35039,1.00
35041,10.00
35043,2.00
35045,1.00
35047,2.00
35049,
35051,2.00
35053,5.00
35055,2.00
35057,2.00
35059,4.00
35061,5.00
36001,11.00
36003,18.00
36005,0.00
36007,20.00
36009,22.00
36011,42.00
36013,20.00
36015,10.00
36017,18.00
36019,21.00
36021,17.00
36023,25.00
36025,20.00
36027,8.00
36029,19.00
36031,10.00
36033,24.00
36035,14.00
36037,34.00
36039,8.00
36041,0.00
36043,19.00
36045,22.00
36047,0.00
36049,33.00
36051,30.00
36053,23.00
36055,7.00
36057,23.00
36059,
36061,0.00
36063,15.00
36065,19.00
36067,30.00
36069,30.00
36071,10.00
36073,8.00
36075,13.00
36077,15.00
36079,2.00
36081,
36083,13.00
36085,
36087,
36089,22.00
36091,30.00
36093,6.00
36095,16.00
36097,19.00
36099,22.00
36101,19.00
36103,1.00
36105,7.00
36107,14.00
36109,24.00
36111,4.00
36113,1.00
36115,28.00
36117,11.00
36119,3.00
36121,44.00
36123,27.00
37001,19.00
37003,35.00
37005,26.00
37007,11.00
37009,16.00
37011,6.00
37013,0.00
37015,0.00
37017,2.00
37019,3.00
37021,19.00
37023,12.00
37025,21.00
37027,16.00
37029,0.00
37031,1.00
37033,9.00
37035,22.00
37037,31.00
37039,37.00
37041,2.00
37043,19.00
37045,19.00
37047,4.00
37049,2.00
37051,5.00
37053,0.00
37055,
37057,13.00
37059,14.00
37061,8.00
37063,9.00
37065,1.00
37067,11.00
37069,13.00
37071,18.00
37073,1.00
37075,14.00
37077,6.00
37079,2.00
37081,14.00
37083,3.00
37085,6.00
37087,21.00
37089,8.00
37091,0.00
37093,2.00
37095,0.00
37097,33.00
37099,10.00
37101,7.00
37103,1.00
37105,9.00
37107,3.00
37109,29.00
37111,13.00
37113,16.00
37115,11.00
37117,1.00
37119,16.00
37121,11.00
37123,20.00
37125,12.00
37127,5.00
37129,
37131,1.00
37133,4.00
37135,15.00
37137,0.00
37139,0.00
37141,4.00
37143,1.00
37145,9.00
37147,1.00
37149,11.00
37151,28.00
37153,5.00
37155,2.00
37157,10.00
37159,17.00
37161,13.00
37163,7.00
37165,2.00
37167,15.00
37169,13.00
37171,17.00
37173,5.00
37175,11.00
37177,1.00
37179,10.00
37181,4.00
37183,6.00
37185,11.00
37187,1.00
37189,26.00
37191,5.00
37193,28.00
37195,1.00
37197,19.00
37199,14.00
38001,5.00
38003,4.00
38005,4.00
38007,4.00
38009,1.00
38011,5.00
38013,3.00
38015,10.00
38017,1.00
38019,0.00
38021,8.00
38023,2.00
38025,7.00
38027,8.00
38029,8.00
38031,6.00
38033,5.00
38035,2.00
38037,7.00
38039,4.00
38041,2.00
38043,9.00
38045,4.00
38047,12.00
38049,8.00
38051,11.00
38053,7.00
38055,3.00
38057,9.00
38059,8.00
38061,4.00
38063,2.00
38065,11.00
38067,2.00
38069,4.00
38071,1.00
38073,8.00
38075,1.00
38077,4.00
38079,4.00
38081,4.00
38083,6.00
38085,8.00
38087,5.00
38089,5.00
38091,1.00
38093,5.00
38095,1.00
