,ZCTA,SSP_count
1020,2660,0
1021,2663,0
1022,2664,0
1023,2666,0
1024,2667,0
1025,2668,0
1026,2669,0
1027,2670,0
1028,2671,0
1029,2672,0
1030,2673,0
1031,2675,0
1032,2702,0
1033,70514,0
1034,75182,0
1035,70515,0
1036,80504,0
1037,70516,0
1038,80510,0
1039,80511,0
1040,75189,0
1041,80512,0
1042,75845,0
1043,75846,0
1044,75847,0
1045,75848,0
1046,75849,0
1047,75850,0
1048,75851,0
1049,75852,0
1050,75853,0
1051,75855,0
1052,75856,0
1053,75858,0
1054,75859,0
1055,75860,0
1056,75861,0
1057,75862,0
1058,75901,0
1059,48603,0
1060,48604,0
1061,48607,0
1062,42071,0
1063,42076,0
1064,48609,0
1065,42078,0
1066,42079,0
1067,48610,0
1068,42081,0
1069,42082,0
1070,48611,0
1071,42083,0
1072,42084,0
1073,42085,0
1074,42086,0
1075,42087,0
1076,48612,0
1077,48613,0
1078,48614,0
1079,42088,0
1080,48615,0
1081,48616,0
1082,48617,0
1083,48618,0
1084,27407,0
1085,27408,0
1086,27409,0
1087,27410,0
1088,27455,0
1089,27501,0
1090,27502,0
1091,31820,0
1092,27503,0
1093,31821,0
1094,27504,0
1095,31822,0
1096,31823,0
1097,27505,0
1098,31824,0
1099,27507,0
1100,27508,0
1101,27509,0
1102,31825,0
1103,27510,1
1104,31826,0
1105,31827,0
1106,31829,0
1107,27511,0
1108,31830,0
1109,31831,0
1110,31832,0
1111,27513,0
1112,27514,0
1113,31833,0
1114,31836,0
1115,27516,0
1116,31901,0
1117,41390,0
1118,41397,0
1119,41408,0
1120,41421,0
1121,41425,0
1122,41464,0
1123,41465,0
1124,41472,0
1125,41501,0
1126,41503,0
1127,41512,0
1128,41513,0
1129,41514,0
1130,41517,0
1131,41519,0
1132,41522,0
1133,41524,0
1134,41526,0
1135,41527,0
1136,41528,0
1137,41531,0
1138,72014,0
1139,73430,0
1140,84518,0
1141,73432,0
1142,84520,0
1143,84521,0
1144,84522,0
1145,73433,0
1146,84523,0
1147,73434,0
1148,73437,0
1149,73438,0
1150,84525,0
1151,72015,0
1152,72016,0
1153,72017,0
1154,84526,0
1155,73439,0
1156,73440,0
1157,73441,0
1158,84528,0
1159,73442,0
1160,84529,0
1161,73443,0
1162,73444,0
1163,84530,0
1164,72019,0
1165,94573,0
1166,94574,0
1167,94575,0
1168,94576,0
1169,94577,0
1170,94578,0
1171,94579,0
1172,94580,0
1173,94582,0
1174,94583,0
1175,94585,0
1176,94586,0
1177,94587,0
1178,94588,0
1179,94589,0
1180,94590,0
1181,94591,0
1182,94592,0
1183,94595,0
1184,94596,0
1185,94597,0
1186,94598,0
1187,94599,0
1188,94601,1
1189,42647,0
1190,42649,0
1191,48847,0
1192,42653,0
1193,48848,0
1194,39648,0
1195,48849,0
1196,48850,0
1197,39652,0
1198,48851,0
1199,48852,0
1200,48853,0
1201,42701,0
1202,42712,0
1203,39653,0
1204,43103,0
1205,20158,0
1206,37097,0
1207,43105,0
1208,49461,0
1209,20164,0
1210,37098,0
1211,43106,0
1212,59701,0
1213,59703,0
1214,43107,0
1215,43109,0
1216,20165,0
1217,59710,0
1218,49464,0
1219,37101,0
1220,20166,0
1221,43110,0
1222,96022,0
1223,96023,0
1224,96024,0
1225,96025,0
1226,96027,0
1227,96028,0
1228,96029,0
1229,96031,0
1230,96032,0
1231,96033,0
1232,96034,0
1233,96035,0
1234,96037,0
1235,96038,0
1236,96039,0
1237,96040,0
1238,96041,0
1239,96044,0
1240,96046,0
1241,96047,0
1242,96048,0
1243,96049,0
1244,96050,0
1245,96051,0
1246,96052,0
1247,96054,0
1248,96055,0
1249,96056,0
1250,92705,0
1251,92706,0
1252,92707,0
1253,92708,0
1254,92780,0
1255,92782,0
1256,92801,0
1257,92802,0
1258,92804,0
1259,92805,0
1260,92806,0
1261,92807,0
1262,92808,0
1263,23112,0
1264,43821,0
1265,49969,0
1266,49970,0
1267,23113,0
1268,49971,0
1269,54540,0
1270,54554,0
1271,43822,0
1272,23114,0
1273,23115,0
1274,43824,0
1275,43830,0
1276,23116,0
1277,43832,0
1278,43836,0
1279,23117,0
1280,23119,0
1281,43837,0
1282,23120,0
1283,43840,0
1284,43842,0
1285,23123,0
1286,43843,0
1287,23124,0
1288,23125,0
1289,23126,0
1290,23128,0
1291,23129,0
1292,23130,0
1293,43844,0
1294,23138,0
1295,43845,0
1296,43901,0
1297,43902,0
1298,43903,0
1299,33851,0
1300,37748,0
1301,37752,0
1302,37753,0
1303,37754,0
1304,37755,0
1305,37756,0
1306,37757,0
1307,33852,0
1308,37760,0
1309,37762,0
1310,33853,0
1311,33854,0
1312,33855,0
1313,33856,0
1314,33857,0
1315,37763,0
1316,33859,0
1317,37764,0
1318,37765,0
1319,33860,0
1320,37766,0
1321,33865,0
1322,33867,0
1323,37769,0
1324,33868,0
1325,37770,0
1326,33870,0
1327,2703,0
1328,2713,0
1329,2715,0
1330,2717,0
1331,2718,0
1332,2719,0
1333,2720,0
1334,2721,0
1335,2723,0
1336,2724,0
1337,2725,0
1338,75904,0
1339,75925,0
1340,75926,0
1341,75928,0
1342,75929,0
1343,75930,0
1344,75931,0
1345,75932,0
1346,75933,0
1347,75934,0
1348,75935,0
1349,75936,0
1350,75937,0
1351,75938,0
1352,75939,0
1353,75941,0
1354,75942,0
1355,75943,0
1356,75944,0
1357,75946,0
1358,75948,0
1359,75949,0
1360,75951,0
1361,75954,0
1362,75956,0
1363,75959,0
1364,75960,0
1365,75961,0
1366,75962,0
1367,42101,1
1368,42102,0
1369,48619,0
1370,48621,0
1371,42103,0
1372,48622,0
1373,48623,0
1374,42104,0
1375,42120,0
1376,42122,0
1377,42123,0
1378,42124,0
1379,39422,0
1380,42127,0
1381,39423,0
1382,48624,0
1383,42129,0
1384,42130,0
1385,39425,0
1386,42133,0
1387,39426,0
1388,39427,0
1389,42134,0
1390,42140,0
1391,48625,0
1392,48626,0
1393,48627,0
1394,48628,0
1395,39428,0
1396,48629,0
1397,48630,0
1398,42141,1
1399,27517,0
1400,31903,0
1401,27518,0
1402,27519,0
1403,31904,0
1404,27520,0
1405,27521,0
1406,27522,0
1407,31906,0
1408,27523,0
1409,27524,0
1410,31907,0
1411,27525,0
1412,56060,0
1413,56062,0
1414,56063,0
1415,56065,0
1416,56068,0
1417,56069,0
1418,56071,0
1419,56072,0
1420,56073,0
1421,56074,0
1422,56075,0
1423,56078,0
1424,56080,0
1425,56081,0
1426,56082,0
1427,41534,0
1428,41535,0
1429,41537,0
1430,41538,0
1431,41539,0
1432,41540,0
1433,41543,0
1434,41544,0
1435,41547,0
1436,41548,0
1437,41553,0
1438,41554,0
1439,41555,0
1440,41557,0
1441,41558,0
1442,41559,0
1443,41560,0
1444,41562,0
1445,41563,0
1446,41564,0
1447,72020,0
1448,73446,0
1449,73447,0
1450,72021,0
1451,84532,0
1452,84533,0
1453,72022,0
1454,73448,0
1455,73449,0
1456,73450,0
1457,72023,0
1458,73453,0
1459,73455,0
1460,84534,0
1461,72024,0
1462,73456,0
1463,72025,0
1464,72026,0
1465,73458,0
1466,72027,0
1467,73459,0
1468,84535,0
1469,72029,0
1470,72030,0
1471,84537,0
1472,84539,0
1473,73460,0
1474,84540,0
1475,84542,0
1476,73461,0
1477,72031,0
1478,73463,0
1479,73481,0
1480,94602,0
1481,94603,0
1482,94605,0
1483,94606,0
1484,94607,1
1485,94608,0
1486,94609,0
1487,94610,0
1488,94611,0
1489,94612,0
1490,94613,0
1491,94618,0
1492,94619,0
1493,94621,0
1494,94702,0
1495,94703,0
1496,94704,2
1497,94705,0
1498,94706,0
1499,94707,0
1500,94708,0
1501,94709,0
1502,94710,0
1503,94720,0
1504,94801,0
1505,94803,0
1506,94804,0
1507,94805,0
1508,94806,0
1509,94850,0
1510,94901,0
1511,94903,0
1512,94904,0
1513,43111,0
1514,20169,0
1515,43112,0
1516,49503,0
1517,20170,0
1518,59711,0
1519,59713,0
1520,20171,0
1521,37110,0
1522,43113,0
1523,43115,0
1524,43116,0
1525,43117,0
1526,49504,0
1527,37115,0
1528,37118,0
1529,20175,0
1530,43119,0
1531,49505,0
1532,59714,0
1533,20176,0
1534,49506,0
1535,37122,0
1536,20180,0
1537,20181,0
1538,37127,0
1539,92821,0
1540,92823,0
1541,92831,0
1542,92832,0
1543,92833,0
1544,92835,0
1545,92840,0
1546,92841,0
1547,92843,0
1548,92844,0
1549,92845,0
1550,92860,0
1551,92861,0
1552,92865,0
1553,92866,0
1554,92867,0
1555,92868,0
1556,92869,0
1557,92870,0
1558,92879,0
1559,92880,0
1560,92881,0
1561,92882,0
1562,92883,0
1563,92886,0
1564,92887,0
1565,93001,0
1566,93003,1
1567,93004,0
1568,93010,0
1569,93012,0
1570,93013,0
1571,93015,0
1572,43905,0
1573,23139,0
1574,23140,0
1575,43906,0
1576,23141,0
1577,23146,0
1578,23148,0
1579,43907,0
1580,23149,0
1581,43908,0
1582,23150,0
1583,23153,0
1584,43910,0
1585,23156,0
1586,23160,0
1587,23161,0
1588,23163,0
1589,23168,0
1590,43912,0
1591,43913,0
1592,43914,0
1593,23169,0
1594,23173,0
1595,43915,0
1596,37771,0
1597,33872,0
1598,37772,0
1599,33873,0
1600,33875,0
1601,37774,0
1602,33876,0
1603,33877,0
1604,37777,0
1605,37779,0
1606,33880,0
1607,37801,0
1608,33881,0
1609,37803,0
1610,33884,0
1611,37804,0
1612,37806,0
1613,33890,0
1614,33896,0
1615,37807,0
1616,37809,0
1617,33897,0
1618,37810,0
1619,37811,0
1620,33898,0
1621,37813,0
1622,33901,0
1623,37814,0
1624,37818,0
1625,33903,0
1626,37819,0
1627,37820,0
1628,75964,0
1629,75965,0
1630,75966,0
1631,75968,0
1632,75969,0
1633,75972,0
1634,75973,0
1635,75974,0
1636,75975,0
1637,75976,0
1638,75977,0
1639,75978,0
1640,75979,0
1641,75980,0
1642,76001,0
1643,76002,0
1644,76006,0
1645,76008,0
1646,76009,0
1647,76010,0
1648,76011,0
1649,76012,0
1650,76013,0
1651,76014,0
1652,76015,0
1653,76016,0
1654,76017,0
1655,76018,0
1656,76020,0
1657,48631,0
1658,42151,0
1659,42153,0
1660,42154,0
1661,42156,0
1662,42157,0
1663,42159,0
1664,42160,0
1665,42163,0
1666,39429,0
1667,48632,0
1668,48633,0
1669,48634,0
1670,48635,0
1671,42164,0
1672,48636,0
1673,42166,0
1674,39437,0
1675,48637,0
1676,48638,0
1677,39439,0
1678,42167,0
1679,56083,0
1680,56085,0
1681,56087,0
1682,56088,0
1683,56089,0
1684,56090,0
1685,56091,0
1686,56093,0
1687,56096,0
1688,56097,0
1689,56098,0
1690,56101,0
1691,56110,0
1692,56111,0
1693,56113,0
1694,56114,0
1695,56115,0
1696,56116,0
1697,56117,0
1698,56118,0
1699,56119,0
1700,56120,0
1701,56121,0
1702,56122,0
1703,56123,0
1704,56125,0
1705,56127,0
1706,56128,0
1707,73487,0
1708,84601,0
1709,73491,0
1710,72032,0
1711,84604,0
1712,73501,0
1713,84606,0
1714,72034,0
1715,72035,0
1716,84620,0
1717,97473,0
1718,97476,0
1719,97477,0
1720,97478,0
1721,97479,0
1722,97480,0
1723,97481,0
1724,97484,0
1725,97486,0
1726,97487,0
1727,97488,0
1728,97489,0
1729,97490,0
1730,97492,0
1731,97493,0
1732,97494,0
1733,97495,0
1734,97496,0
1735,97497,0
1736,97498,0
1737,97499,0
1738,97501,1
1739,97502,0
1740,97503,0
1741,97504,1
1742,97520,0
1743,97522,0
1744,2726,0
1745,2738,0
1746,2739,0
1747,2740,0
1748,14135,0
1749,14136,0
1750,14138,0
1751,14139,0
1752,14141,0
1753,14143,0
1754,14145,0
1755,14150,0
1756,14167,0
1757,56129,0
1758,56131,0
1759,56132,0
1760,56134,0
1761,56136,0
1762,56137,0
1763,56138,0
1764,56139,0
1765,56140,0
1766,56141,0
1767,56142,0
1768,56143,0
1769,56144,0
1770,56145,0
1771,56146,0
1772,56147,0
1773,56149,0
1774,56150,0
1775,56151,0
1776,56152,0
1777,56153,0
1778,56155,0
1779,56156,0
1780,56157,0
1781,56158,0
1782,56159,0
1783,56160,0
1784,56161,0
1785,56162,0
1786,56164,0
1787,64641,0
1788,64642,0
1789,64643,0
1790,64644,0
1791,64645,0
1792,64646,0
1793,64647,0
1794,64648,0
1795,64649,0
1796,64650,0
1797,58801,0
1798,64651,0
1799,64652,0
1800,58830,0
1801,64653,0
1802,41566,0
1803,41567,0
1804,41568,0
1805,41571,0
1806,41572,0
1807,41601,0
1808,41602,0
1809,41603,0
1810,12177,0
1811,12180,0
1812,12182,0
1813,12183,0
1814,12184,0
1815,12185,0
1816,12186,0
1817,12187,0
1818,12188,0
1819,12189,0
1820,12190,0
1821,12192,0
1822,12193,0
1823,12194,0
1824,94920,0
1825,94922,0
1826,94923,0
1827,94924,0
1828,94925,1
1829,94928,0
1830,94929,0
1831,94930,0
1832,94931,0
1833,94933,0
1834,94937,0
1835,94938,0
1836,94939,0
1837,94940,0
1838,94941,0
1839,94945,0
1840,94946,0
1841,94947,0
1842,94949,0
1843,94950,0
1844,94951,0
1845,20184,0
1846,49507,1
1847,43123,0
1848,37128,0
1849,20186,0
1850,49508,0
1851,59715,0
1852,43125,0
1853,49509,0
1854,20187,0
1855,43126,0
1856,43127,0
1857,59716,0
1858,20190,0
1859,43128,0
1860,49512,0
1861,20191,1
1862,20194,0
1863,20197,0
1864,49519,0
1865,37129,0
1866,20198,0
1867,49525,0
1868,22003,0
